,puntos_turisticos,viajeros_y_pernoctaciones,residencia,periodo,total
4295,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2007M07,
4296,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2007M06,
4297,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2007M05,
4298,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2007M04,
4299,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2007M03,
4300,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2007M02,
4302,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M12,
4303,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M11,
4304,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M10,
4305,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M09,
4306,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M08,
4307,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M07,
4308,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M06,
4309,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M05,
4310,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M04,
4311,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M03,
4312,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M02,
4313,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2006M01,
4314,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M12,
4315,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M11,
4316,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M10,
4317,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M09,
4318,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M08,
4319,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M07,
4320,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M06,
4321,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M05,
4322,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M04,
4323,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M03,
4324,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M02,
4325,03065 Elche/Elx,Viajero,Residentes en Espa̱a,2005M01,
4364,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2018M12,
4375,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2018M01,
4400,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2015M12,
4411,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2015M01,
4436,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M12,
4437,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M11,
4438,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M10,
4439,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M09,
4440,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M08,
4441,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M07,
4442,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M06,
4443,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M05,
4444,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M04,
4445,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M03,
4446,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M02,
4447,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2012M01,
4448,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M12,
4449,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M11,
4450,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M10,
4451,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M09,
4452,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M08,
4453,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M07,
4454,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M06,
4455,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M05,
4456,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M04,
4457,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M03,
4458,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M02,
4459,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2011M01,
4460,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M12,
4461,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M11,
4462,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M10,
4463,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M09,
4464,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M08,
4465,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M07,
4466,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M06,
4467,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M05,
4468,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M04,
4469,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M03,
4470,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M02,
4471,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2010M01,
4472,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M12,
4473,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M11,
4474,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M10,
4475,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M09,
4476,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M08,
4477,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M07,
4478,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M06,
4479,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M05,
4480,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M04,
4481,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M03,
4482,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M02,
4483,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2009M01,
4484,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M12,
4485,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M11,
4486,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M10,
4487,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M09,
4488,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M08,
4489,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M07,
4490,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M06,
4491,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M05,
4492,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M04,
4493,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M03,
4494,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M02,
4495,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2008M01,
4496,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M12,
4497,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M11,
4498,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M10,
4499,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M09,
4500,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M08,
4501,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M07,
4502,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M06,
4503,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M05,
4504,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M04,
4505,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M03,
4506,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2007M02,
4508,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M12,
4509,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M11,
4510,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M10,
4511,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M09,
4512,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M08,
4513,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M07,
4514,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M06,
4515,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M05,
4516,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M04,
4517,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M03,
4518,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M02,
4519,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2006M01,
4520,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M12,
4521,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M11,
4522,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M10,
4523,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M09,
4524,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M08,
4525,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M07,
4526,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M06,
4527,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M05,
4528,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M04,
4529,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M03,
4530,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M02,
4531,03065 Elche/Elx,Viajero,Residentes en el Extranjero,2005M01,
4570,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2018M12,
4581,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2018M01,
4606,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2015M12,
4617,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2015M01,
4642,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M12,
4643,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M11,
4644,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M10,
4645,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M09,
4646,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M08,
4647,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M07,
4648,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M06,
4649,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M05,
4650,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M04,
4651,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M03,
4652,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M02,
4653,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2012M01,
4654,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M12,
4655,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M11,
4656,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M10,
4657,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M09,
4658,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M08,
4659,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M07,
4660,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M06,
4661,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M05,
4662,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M04,
4663,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M03,
4664,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M02,
4665,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2011M01,
4666,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M12,
4667,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M11,
4668,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M10,
4669,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M09,
4670,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M08,
4671,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M07,
4672,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M06,
4673,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M05,
4674,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M04,
4675,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M03,
4676,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M02,
4677,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2010M01,
4678,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M12,
4679,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M11,
4680,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M10,
4681,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M09,
4682,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M08,
4683,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M07,
4684,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M06,
4685,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M05,
4686,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M04,
4687,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M03,
4688,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M02,
4689,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2009M01,
4690,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M12,
4691,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M11,
4692,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M10,
4693,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M09,
4694,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M08,
4695,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M07,
4696,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M06,
4697,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M05,
4698,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M04,
4699,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M03,
4700,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M02,
4701,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2008M01,
4702,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M12,
4703,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M11,
4704,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M10,
4705,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M09,
4706,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M08,
4707,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M07,
4708,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M06,
4709,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M05,
4710,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M04,
4711,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M03,
4712,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2007M02,
4714,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M12,
4715,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M11,
4716,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M10,
4717,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M09,
4718,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M08,
4719,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M07,
4720,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M06,
4721,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M05,
4722,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M04,
4723,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M03,
4724,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M02,
4725,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2006M01,
4726,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M12,
4727,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M11,
4728,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M10,
4729,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M09,
4730,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M08,
4731,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M07,
4732,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M06,
4733,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M05,
4734,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M04,
4735,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M03,
4736,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M02,
4737,03065 Elche/Elx,Pernoctaciones,Residentes en Espa̱a,2005M01,
4776,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2018M12,
4787,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2018M01,
4812,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2015M12,
4823,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2015M01,
4848,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M12,
4849,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M11,
4850,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M10,
4851,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M09,
4852,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M08,
4853,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M07,
4854,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M06,
4855,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M05,
4856,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M04,
4857,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M03,
4858,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M02,
4859,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2012M01,
4860,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M12,
4861,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M11,
4862,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M10,
4863,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M09,
4864,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M08,
4865,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M07,
4866,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M06,
4867,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M05,
4868,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M04,
4869,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M03,
4870,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M02,
4871,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2011M01,
4872,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M12,
4873,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M11,
4874,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M10,
4875,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M09,
4876,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M08,
4877,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M07,
4878,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M06,
4879,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M05,
4880,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M04,
4881,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M03,
4882,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M02,
4883,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2010M01,
4884,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M12,
4885,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M11,
4886,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M10,
4887,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M09,
4888,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M08,
4889,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M07,
4890,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M06,
4891,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M05,
4892,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M04,
4893,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M03,
4894,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M02,
4895,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2009M01,
4896,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M12,
4897,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M11,
4898,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M10,
4899,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M09,
4900,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M08,
4901,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M07,
4902,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M06,
4903,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M05,
4904,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M04,
4905,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M03,
4906,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M02,
4907,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2008M01,
4908,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M12,
4909,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M11,
4910,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M10,
4911,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M09,
4912,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M08,
4913,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M07,
4914,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M06,
4915,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M05,
4916,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M04,
4917,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M03,
4918,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2007M02,
4920,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M12,
4921,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M11,
4922,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M10,
4923,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M09,
4924,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M08,
4925,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M07,
4926,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M06,
4927,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M05,
4928,03065 Elche/Elx,Pernoctaciones,Residentes en el Extranjero,2006M04,
